id,truth,code
1_24_3_2_0_2_1_0,1,"public class MainActivity extends Activity implements>@>        GestureDetector.OnGestureListener,>@>        GestureDetector.OnDoubleTapListener{>@>>@>    private static final String DEBUG_TAG = ""Gestures"";>@>    private GestureDetectorCompat mDetector;>@>>@>    // Called when the activity is first created.>@>    @Override>@>    public void onCreate(Bundle savedInstanceState) {>@>        super.onCreate(savedInstanceState);>@>        setContentView(R.layout.activity_main);>@>        // Instantiate the gesture detector with the>@>        // application context and an implementation of>@>        // GestureDetector.OnGestureListener>@>        mDetector = new GestureDetectorCompat(this,this);>@>        // Set the gesture detector as the double tap>@>        // listener.>@>        mDetector.setOnDoubleTapListener(this);>@>    }>@>>@>    @Override>@>    public boolean onTouchEvent(MotionEvent event){>@>        if (this.mDetector.onTouchEvent(event)) {>@>            return true;>@>        }>@>        return super.onTouchEvent(event);>@>    }>@>>@>    @Override>@>    public boolean onDown(MotionEvent event) {>@>        Log.d(DEBUG_TAG,""onDown: "" + event.toString());>@>        return true;>@>    }>@>>@>    @Override>@>    public boolean onFling(MotionEvent event1, MotionEvent event2,>@>            float velocityX, float velocityY) {>@>        Log.d(DEBUG_TAG, ""onFling: "" + event1.toString() + event2.toString());>@>        return true;>@>    }>@>>@>    @Override>@>    public void onLongPress(MotionEvent event) {>@>        Log.d(DEBUG_TAG, ""onLongPress: "" + event.toString());>@>    }>@>>@>    @Override>@>    public boolean onScroll(MotionEvent event1, MotionEvent event2, float distanceX,>@>            float distanceY) {>@>        Log.d(DEBUG_TAG, ""onScroll: "" + event1.toString() + event2.toString());>@>        return true;>@>    }>@>>@>    @Override>@>    public void onShowPress(MotionEvent event) {>@>        Log.d(DEBUG_TAG, ""onShowPress: "" + event.toString());>@>    }>@>>@>    @Override>@>    public boolean onSingleTapUp(MotionEvent event) {>@>        Log.d(DEBUG_TAG, ""onSingleTapUp: "" + event.toString());>@>        return true;>@>    }>@>>@>    @Override>@>    public boolean onDoubleTap(MotionEvent event) {>@>        Log.d(DEBUG_TAG, ""onDoubleTap: "" + event.toString());>@>        return true;>@>    }>@>>@>    @Override>@>    public boolean onDoubleTapEvent(MotionEvent event) {>@>        Log.d(DEBUG_TAG, ""onDoubleTapEvent: "" + event.toString());>@>        return true;>@>    }>@>>@>    @Override>@>    public boolean onSingleTapConfirmed(MotionEvent event) {>@>        Log.d(DEBUG_TAG, ""onSingleTapConfirmed: "" + event.toString());>@>        return true;>@>    }>@>}"
1_24_3_4_0_2_0_0,1,"private Point computeScrollSurfaceSize() {>@>    return new Point(>@>            (int) (mContentRect.width() * (AXIS_X_MAX - AXIS_X_MIN)>@>                    / mCurrentViewport.width()),>@>            (int) (mContentRect.height() * (AXIS_Y_MAX - AXIS_Y_MIN)>@>                    / mCurrentViewport.height()));>@>}"
1_24_3_7_0_2_0_0,1,"ViewConfiguration vc = ViewConfiguration.get(view.getContext());>@>private int mSlop = vc.getScaledTouchSlop();>@>private int mMinFlingVelocity = vc.getScaledMinimumFlingVelocity();>@>private int mMaxFlingVelocity = vc.getScaledMaximumFlingVelocity();>@>>@>...>@>>@>case MotionEvent.ACTION_MOVE: {>@>    ...>@>    float deltaX = motionEvent.getRawX() - mDownX;>@>    if (Math.abs(deltaX) > mSlop) {>@>        // A swipe occurred, do something>@>    }>@>>@>...>@>>@>case MotionEvent.ACTION_UP: {>@>    ...>@>    } if (mMinFlingVelocity <= velocityX && velocityX <= mMaxFlingVelocity>@>            && velocityY < velocityX) {>@>        // The criteria have been satisfied, do something>@>    }>@>}"
1_24_4_2_0_4_0_0,1,">@><?xml version=""1.0"" encoding=""utf-8""?>>@><AutoCompleteTextView xmlns:android=""http://schemas.android.com/apk/res/android"">@>    android:id=""@+id/autocomplete_country"">@>    android:layout_width=""fill_parent"">@>    android:layout_height=""wrap_content"" />>@>"
1_24_4_3_0_3_0_0,1,">@>    <activity>@>        android:windowSoftInputMode=""stateVisible|adjustResize"" ... >>@>        ...>@>    </activity>>@>"
36631,1,">@><!-- Declares the input method service -->>@><service android:name=""FastInputIME"">@>    android:label=""@string/fast_input_label"">@>    android:permission=""android.permission.BIND_INPUT_METHOD"">>@>    <intent-filter>>@>        <action android:name=""android.view.InputMethod"" />>@>    </intent-filter>>@>    <meta-data android:name=""android.view.im"">@>               android:resource=""@xml/method"" />>@></service>>@>"
1_24_6_1_0_6_0_0,1,">@><input-method xmlns:android=""http://schemas.android.com/apk/res/android"">@>        android:settingsActivity=""com.example.softkeyboard.Settings"">@>        android:icon=""@drawable/ime_icon"">>@>    <subtype android:name=""@string/display_name_english_keyboard_ime"">@>            android:icon=""@drawable/subtype_icon_english_keyboard_ime"">@>            android:imeSubtypeLanguage=""en_US"">@>            android:imeSubtypeMode=""keyboard"">@>            android:imeSubtypeExtraValue=""somePrivateOption=true"" />>@>    <subtype android:name=""@string/display_name_french_keyboard_ime"">@>            android:icon=""@drawable/subtype_icon_french_keyboard_ime"">@>            android:imeSubtypeLanguage=""fr_FR"">@>            android:imeSubtypeMode=""keyboard"">@>            android:imeSubtypeExtraValue=""foobar=30,someInternalOption=false"" />>@>    <subtype android:name=""@string/display_name_german_keyboard_ime"" ... />>@></input-method>>@>"
36981,1,">@><manifest ... >>@>    <uses-feature android:name=""android.hardware.camera"">@>                  android:required=""true"" />>@>    ...>@></manifest>>@>"
1_25_2_0_0_2_0_0,1,">@>static final int REQUEST_IMAGE_CAPTURE = 1;>@>>@>private void dispatchTakePictureIntent() {>@>    Intent takePictureIntent = new Intent(MediaStore.ACTION_IMAGE_CAPTURE);>@>    if (takePictureIntent.resolveActivity(getPackageManager()) != null) {>@>        startActivityForResult(takePictureIntent, REQUEST_IMAGE_CAPTURE);>@>    }>@>}>@>"
1_25_5_0_0_3_0_0,1,">@><uses-feature android:name=""android.hardware.camera"" />>@>"
1_25_5_0_0_5_4_0,2,">@>/** A basic Camera preview class */>@>class CameraPreview(>@>        context: Context,>@>        private val mCamera: Camera>@>) : SurfaceView(context), SurfaceHolder.Callback {>@>>@>    private val mHolder: SurfaceHolder = holder.apply {>@>        // Install a SurfaceHolder.Callback so we get notified when the>@>        // underlying surface is created and destroyed.>@>        addCallback(this@CameraPreview)>@>        // deprecated setting, but required on Android versions prior to 3.0>@>        setType(SurfaceHolder.SURFACE_TYPE_PUSH_BUFFERS)>@>    }>@>>@>    override fun surfaceCreated(holder: SurfaceHolder) {>@>        // The Surface has been created, now tell the camera where to draw the preview.>@>        mCamera.apply {>@>            try {>@>                setPreviewDisplay(holder)>@>                startPreview()>@>            } catch (e: IOException) {>@>                Log.d(TAG, ""Error setting camera preview: ${e.message}"")>@>            }>@>        }>@>    }>@>>@>    override fun surfaceDestroyed(holder: SurfaceHolder) {>@>        // empty. Take care of releasing the Camera preview in your activity.>@>    }>@>>@>    override fun surfaceChanged(holder: SurfaceHolder, format: Int, w: Int, h: Int) {>@>        // If your preview can change or rotate, take care of those events here.>@>        // Make sure to stop the preview before resizing or reformatting it.>@>        if (mHolder.surface == null) {>@>            // preview surface does not exist>@>            return>@>        }>@>>@>        // stop preview before making changes>@>        try {>@>            mCamera.stopPreview()>@>        } catch (e: Exception) {>@>            // ignore: tried to stop a non-existent preview>@>        }>@>>@>        // set preview size and make any resize, rotate or>@>        // reformatting changes here>@>>@>        // start preview with new settings>@>        mCamera.apply {>@>            try {>@>                setPreviewDisplay(mHolder)>@>                startPreview()>@>            } catch (e: Exception) {>@>                Log.d(TAG, ""Error starting camera preview: ${e.message}"")>@>            }>@>        }>@>    }>@>}>@>"
1_25_5_0_0_7_1_0,1,>@>val params: Camera.Parameters? = mCamera?.parameters>@>val focusModes: List<String>? = params?.supportedFocusModes>@>if (focusModes?.contains(Camera.Parameters.FOCUS_MODE_AUTO) == true) {>@>    // Autofocus mode is supported>@>}>@>
37297,1,>@>val params: Camera.Parameters? = mCamera?.parameters>@>params?.focusMode = Camera.Parameters.FOCUS_MODE_AUTO>@>mCamera?.parameters = params>@>
37335,1,">@>override fun surfaceCreated(holder: SurfaceHolder) {>@>    try {>@>        mCamera.setPreviewDisplay(holder)>@>        mCamera.startPreview()>@>>@>        startFaceDetection() // start face detection feature>@>    } catch (e: IOException) {>@>        Log.d(TAG, ""Error setting camera preview: ${e.message}"")>@>    }>@>}>@>>@>override fun surfaceChanged(holder: SurfaceHolder, format: Int, w: Int, h: Int) {>@>    if (holder.surface == null) {>@>        // preview surface does not exist>@>        Log.d(TAG, ""holder.getSurface() == null"")>@>        return>@>    }>@>    try {>@>        mCamera.stopPreview()>@>    } catch (e: Exception) {>@>        // ignore: tried to stop a non-existent preview>@>        Log.d(TAG, ""Error stopping camera preview: ${e.message}"")>@>    }>@>    try {>@>        mCamera.setPreviewDisplay(holder)>@>        mCamera.startPreview()>@>>@>        startFaceDetection() // re-start face detection feature>@>    } catch (e: Exception) {>@>        // ignore: tried to stop a non-existent preview>@>        Log.d(TAG, ""Error starting camera preview: ${e.message}"")>@>    }>@>}>@>"
1_26_2_0_0_2_0_0,1,>@>private lateinit var mSensorManager: SensorManager>@>...>@>mSensorManager = getSystemService(Context.SENSOR_SERVICE) as SensorManager>@>
1_26_2_0_0_2_0_0,1,>@>private SensorManager mSensorManager;>@>...>@>mSensorManager = (SensorManager) getSystemService(Context.SENSOR_SERVICE);>@>
1_26_2_0_0_3_0_0,1,">@>public class SensorActivity extends Activity implements SensorEventListener {>@>    private SensorManager mSensorManager;>@>    private Sensor mLight;>@>>@>    @Override>@>    public final void onCreate(Bundle savedInstanceState) {>@>        super.onCreate(savedInstanceState);>@>        setContentView(R.layout.main);>@>>@>        mSensorManager = (SensorManager) getSystemService(Context.SENSOR_SERVICE);>@>        mLight = mSensorManager.getDefaultSensor(Sensor.TYPE_LIGHT);>@>    }>@>>@>    @Override>@>    public final void onAccuracyChanged(Sensor sensor, int accuracy) {>@>        // Do something here if sensor accuracy changes.>@>    }>@>>@>    @Override>@>    public final void onSensorChanged(SensorEvent event) {>@>        // The light sensor returns a single value.>@>        // Many sensors return 3 values, one for each axis.>@>        float lux = event.values[0];>@>        // Do something with this sensor value.>@>    }>@>>@>    @Override>@>    protected void onResume() {>@>        super.onResume();>@>        mSensorManager.registerListener(this, mLight, SensorManager.SENSOR_DELAY_NORMAL);>@>    }>@>>@>    @Override>@>    protected void onPause() {>@>        super.onPause();>@>        mSensorManager.unregisterListener(this);>@>    }>@>}>@>"
1_26_3_0_0_2_0_0,1,>@>linear acceleration = acceleration - acceleration due to gravity>@>
1_26_3_0_0_7_1_0,1,">@>override fun onSensorChanged(event: SensorEvent) {>@>    // In this example, alpha is calculated as t / (t + dT),>@>    // where t is the low-pass filter's time-constant and>@>    // dT is the event delivery rate.>@>>@>    val alpha: Float = 0.8f>@>>@>    // Isolate the force of gravity with the low-pass filter.>@>    gravity[0] = alpha * gravity[0] + (1 - alpha) * event.values[0]>@>    gravity[1] = alpha * gravity[1] + (1 - alpha) * event.values[1]>@>    gravity[2] = alpha * gravity[2] + (1 - alpha) * event.values[2]>@>>@>    // Remove the gravity contribution with the high-pass filter.>@>    linear_acceleration[0] = event.values[0] - gravity[0]>@>    linear_acceleration[1] = event.values[1] - gravity[1]>@>    linear_acceleration[2] = event.values[2] - gravity[2]>@>}>@>"
1_27_2_2_0_5_0_0,1,">@>/**>@> * Converts the contents of an InputStream to a String.>@> */>@>public String readStream(InputStream stream, int maxReadSize)>@>        throws IOException, UnsupportedEncodingException {>@>    Reader reader = null;>@>    reader = new InputStreamReader(stream, ""UTF-8"");>@>    char[] rawBuffer = new char[maxReadSize];>@>    int readSize;>@>    StringBuffer buffer = new StringBuffer();>@>    while (((readSize = reader.read(rawBuffer)) != -1) && maxReadSize > 0) {>@>        if (readSize > maxReadSize) {>@>            readSize = maxReadSize;>@>        }>@>        buffer.append(rawBuffer, 0, readSize);>@>        maxReadSize -= readSize;>@>    }>@>    return buffer.toString();>@>}>@>"
38019,1,">@>public static NetworkFragment getInstance(FragmentManager fragmentManager, String url) {>@>    // Recover NetworkFragment in case we are re-creating the Activity due to a config change.>@>    // This is necessary because NetworkFragment might have a task that began running before>@>    // the config change occurred and has not finished yet.>@>    // The NetworkFragment is recoverable because it calls setRetainInstance(true).>@>    NetworkFragment networkFragment = (NetworkFragment) fragmentManager>@>            .findFragmentByTag(NetworkFragment.TAG);>@>    if (networkFragment == null) {>@>        networkFragment = new NetworkFragment();>@>        Bundle args = new Bundle();>@>        args.putString(URL_KEY, url);>@>        networkFragment.setArguments(args);>@>        fragmentManager.beginTransaction().add(networkFragment, TAG).commit();>@>    }>@>    return networkFragment;>@>}>@>"
1_27_3_3_0_1_0_0,1,">@>RequestQueue mRequestQueue;>@>>@>// Instantiate the cache>@>Cache cache = new DiskBasedCache(getCacheDir(), 1024 * 1024); // 1MB cap>@>>@>// Set up the network to use HttpURLConnection as the HTTP client.>@>Network network = new BasicNetwork(new HurlStack());>@>>@>// Instantiate the RequestQueue with the cache and network.>@>mRequestQueue = new RequestQueue(cache, network);>@>>@>// Start the queue>@>mRequestQueue.start();>@>>@>String url =""http://www.example.com"";>@>>@>// Formulate the request and handle the response.>@>StringRequest stringRequest = new StringRequest(Request.Method.GET, url,>@>        new Response.Listener<String>() {>@>    @Override>@>    public void onResponse(String response) {>@>        // Do something with the response>@>    }>@>},>@>    new Response.ErrorListener() {>@>        @Override>@>        public void onErrorResponse(VolleyError error) {>@>            // Handle error>@>    }>@>});>@>>@>// Add the request to the RequestQueue.>@>mRequestQueue.add(stringRequest);>@>>@>// ...>@>"
1_27_5_2_0_6_0_0,1,">@>private class IdentifyTransferSpikeTask : AsyncTask<String, Nothing, String>() {>@>>@>    override fun onPreExecute() = TrafficStats.setThreadStatsTag(0xF00D)>@>>@>    override fun doInBackground(vararg urls: String): String {>@>        try {>@>            // Make network request using HttpURLConnection.connect()>@>        }>@>    }>@>>@>    override fun onPostExecute(result: String) = TrafficStats.clearThreadStatsTag()>@>}>@>"
1_27_5_4_0_1_0_0,1,">@>// url represents the website containing the content to place into the cache.>@>HttpsURLConnection conn = (HttpsURLConnection) url.openConnection();>@>>@>long currentTime = System.currentTimeMillis();>@>long expires = conn.getHeaderFieldDate(""Expires"", currentTime);>@>long lastModified = conn.getHeaderFieldDate(""Last-Modified"", currentTime);>@>>@>// lastUpdateTime represents when the cache was last updated.>@>if (lastModified < lastUpdateTime) {>@>    // Skip update>@>} else {>@>    // Parse update>@>    lastUpdateTime = lastModified;>@>}>@>"
1_27_8_0_0_2_0_0,1,"BluetoothHeadset mBluetoothHeadset;>@>>@>// Get the default adapter>@>BluetoothAdapter mBluetoothAdapter = BluetoothAdapter.getDefaultAdapter();>@>>@>private BluetoothProfile.ServiceListener mProfileListener = new BluetoothProfile.ServiceListener() {>@>    public void onServiceConnected(int profile, BluetoothProfile proxy) {>@>        if (profile == BluetoothProfile.HEADSET) {>@>            mBluetoothHeadset = (BluetoothHeadset) proxy;>@>        }>@>    }>@>    public void onServiceDisconnected(int profile) {>@>        if (profile == BluetoothProfile.HEADSET) {>@>            mBluetoothHeadset = null;>@>        }>@>    }>@>};>@>>@>// Establish connection to the proxy.>@>mBluetoothAdapter.getProfileProxy(context, mProfileListener, BluetoothProfile.HEADSET);>@>>@>// ... call functions on mBluetoothHeadset>@>>@>// Close proxy connection after use.>@>mBluetoothAdapter.closeProfileProxy(mBluetoothHeadset);>@>"
1_27_8_0_0_4_0_0,1,">@>if (!mBluetoothAdapter.isEnabled()) {>@>    Intent enableBtIntent = new Intent(BluetoothAdapter.ACTION_REQUEST_ENABLE);>@>    startActivityForResult(enableBtIntent, REQUEST_ENABLE_BT);>@>}>@>"
39861,1,">@>NdefRecord rtdUriRecord1 = NdefRecord.createUri(""http://example.com"");>@>"
39862,1,">@>Uri uri = new Uri(""http://example.com"");>@>NdefRecord rtdUriRecord2 = NdefRecord.createUri(uri);>@>"
1_27_9_2_0_4_5_0,1,">@>byte[] payload;>@>...>@>NdefRecord extRecord = new NdefRecord(>@>    NdefRecord.TNF_EXTERNAL_TYPE, ""com.example:externalType"", new byte[0], payload);>@>"
39985,1,>@>techListsArray = new String[][] { new String[] { NfcF.class.getName() } };>@>
1_27_9_4_0_5_3_0,1,">@><host-apdu-service xmlns:android=""http://schemas.android.com/apk/res/android"">@>           android:description=""@string/servicedesc"">@>           android:requireDeviceUnlock=""false"">>@>    <aid-group android:description=""@string/aiddescription"">@>               android:category=""other"">>@>        <aid-filter android:name=""F0010203040506""/>>@>        <aid-filter android:name=""F0394148148100""/>>@>    </aid-group>>@></host-apdu-service>>@>"
1_27_11_2_0_2_0_0,1,">@>/**>@> * A BroadcastReceiver that notifies of important Wi-Fi p2p events.>@> */>@>public class WiFiDirectBroadcastReceiver extends BroadcastReceiver {>@>>@>    private WifiP2pManager mManager;>@>    private Channel mChannel;>@>    private MyWiFiActivity mActivity;>@>>@>    public WiFiDirectBroadcastReceiver(WifiP2pManager manager, Channel channel,>@>            MyWifiActivity activity) {>@>        super();>@>        this.mManager = manager;>@>        this.mChannel = channel;>@>        this.mActivity = activity;>@>    }>@>>@>    @Override>@>    public void onReceive(Context context, Intent intent) {>@>        String action = intent.getAction();>@>>@>        if (WifiP2pManager.WIFI_P2P_STATE_CHANGED_ACTION.equals(action)) {>@>            // Check to see if Wi-Fi is enabled and notify appropriate activity>@>        } else if (WifiP2pManager.WIFI_P2P_PEERS_CHANGED_ACTION.equals(action)) {>@>            // Call WifiP2pManager.requestPeers() to get a list of current peers>@>        } else if (WifiP2pManager.WIFI_P2P_CONNECTION_CHANGED_ACTION.equals(action)) {>@>            // Respond to new connection or disconnections>@>        } else if (WifiP2pManager.WIFI_P2P_THIS_DEVICE_CHANGED_ACTION.equals(action)) {>@>            // Respond to this device's wifi state changing>@>        }>@>    }>@>}>@>"
1_27_11_2_0_3_0_0,1,">@><uses-sdk android:minSdkVersion=""14"" />>@><uses-permission android:name=""android.permission.ACCESS_WIFI_STATE"" />>@><uses-permission android:name=""android.permission.CHANGE_WIFI_STATE"" />>@><uses-permission android:name=""android.permission.CHANGE_NETWORK_STATE"" />>@><uses-permission android:name=""android.permission.INTERNET"" />>@><uses-permission android:name=""android.permission.ACCESS_NETWORK_STATE"" />>@>"
40499,1,">@>@Override>@>public void onReceive(Context context, Intent intent) {>@>    ...>@>    String action = intent.getAction();>@>    if (WifiP2pManager.WIFI_P2P_STATE_CHANGED_ACTION.equals(action)) {>@>        int state = intent.getIntExtra(WifiP2pManager.EXTRA_WIFI_STATE, -1);>@>        if (state == WifiP2pManager.WIFI_P2P_STATE_ENABLED) {>@>            // Wifi P2P is enabled>@>        } else {>@>            // Wi-Fi P2P is not enabled>@>        }>@>    }>@>    ...>@>}>@>"
1_27_13_2_0_4_1_1,1,>@>val accessory = intent.getParcelableExtra(UsbManager.EXTRA_ACCESSORY) as UsbAccessory>@>
40872,2,">@>UsbManager mUsbManager = (UsbManager) getSystemService(Context.USB_SERVICE);>@>private static final String ACTION_USB_PERMISSION =>@>    ""com.android.example.USB_PERMISSION"";>@>...>@>mPermissionIntent = PendingIntent.getBroadcast(this, 0, new Intent(ACTION_USB_PERMISSION), 0);>@>IntentFilter filter = new IntentFilter(ACTION_USB_PERMISSION);>@>registerReceiver(mUsbReceiver, filter);>@>"
41256,2,">@>        mManager.discoverServices(>@>                channel,>@>                object : WifiP2pManager.ActionListener {>@>                    override fun onSuccess() {>@>                        // Success!>@>                    }>@>>@>                    override fun onFailure(code: Int) {>@>                        // Command failed. Check for P2P_UNSUPPORTED, ERROR, or BUSY>@>                        when (code) {>@>                            WifiP2pManager.P2P_UNSUPPORTED -> {>@>                                Log.d(TAG, ""P2P isn't supported on this device."")>@>                            }>@>                        }>@>                    }>@>                }>@>        )>@>"
1_4_3_1_0_5_0_4,1,ScriptC_invert invert = new ScriptC_invert(mRenderScript);
1_9_3_6_0_1_0_0,2,>@>// Method 1>@>public 
1_9_3_8_0_1_0_0,2,>@>ScriptC_example script = new ScriptC_example(mRenderScript);>@>>@>// 1D array>@>//   and obtain answer immediately>@>int input1[] = 
1_28_2_0_0_2_3_0,1,>@>typedef struct Point {>@>    float2 position;>@>    float size;>@>} Point_t;>@>
1_28_2_0_0_4_2_1,1,>@>point.x = 1;>@>point.y = 1;>@>
1_29_3_0_0_2_1_0,1,">@>public class MyWebViewClient extends WebViewClient {>@>    // Automatically go ""back to safety"" when attempting to load a website that>@>    // Google has identified as a known threat. An instance of WebView calls>@>    // this method only after Safe Browsing is initialized, so there's no>@>    // conditional logic needed here.>@>    @Override>@>    public void onSafeBrowsingHit(WebView view, WebResourceRequest request,>@>            int threatType, SafeBrowsingResponse callback) {>@>        // The ""true"" argument indicates that your app reports incidents like>@>        // this one to Safe Browsing.>@>        callback.backToSafety(true);>@>        Toast.makeText(view.getContext(), ""Unsafe web page blocked."",>@>                Toast.LENGTH_LONG).show();>@>    }>@>}>@>"
1_29_3_0_0_5_0_0,2,">@>public class MyRendererTrackingWebViewClient extends WebViewClient {>@>    private WebView mWebView;>@>>@>    @Override>@>    public boolean onRenderProcessGone(WebView view,>@>            RenderProcessGoneDetail detail) {>@>        if (!detail.didCrash()) {>@>            // Renderer was killed because the system ran out of memory.>@>            // The app can recover gracefully by creating a new WebView instance>@>            // in the foreground.>@>            Log.e(""MY_APP_TAG"", ""System killed the WebView rendering process "" +>@>                    ""to reclaim memory. Recreating..."");>@>>@>            if (mWebView != null) {>@>                ViewGroup webViewContainer =>@>                        (ViewGroup) findViewById(R.id.my_web_view_container);>@>                webViewContainer.removeView(mWebView);>@>                mWebView.destroy();>@>                mWebView = null;>@>            }>@>>@>            // By this point, the instance variable ""mWebView"" is guaranteed>@>            // to be null, so it's safe to reinitialize it.>@>>@>            return true; // The app continues executing.>@>        }>@>>@>        // Renderer crashed because of an internal error, such as a memory>@>        // access violation.>@>        Log.e(""MY_APP_TAG"", ""The WebView rendering process crashed!"");>@>>@>        // In this example, the app itself crashes after detecting that the>@>        // renderer crashed. If you choose to handle the crash more gracefully>@>        // and allow your app to continue executing, you should 1) destroy the>@>        // current WebView instance, 2) specify logic for how the app can>@>        // continue executing, and 3) return ""true"" instead.>@>        return false;>@>    }>@>}>@>"
1_29_4_0_0_1_0_0,1,">@>Mozilla/5.0 (Linux; Android 4.4; Nexus 4 Build/KRT16H) AppleWebKit/537.36>@>(KHTML, like Gecko) Version/4.0 "
1_29_5_0_0_2_0_0,1,">@><link rel=""stylesheet"" media=""screen and (-webkit-device-pixel-ratio: 1.5)"" href=""hdpi.css"" />>@><link rel=""stylesheet"" media=""screen and (-webkit-device-pixel-ratio: 1.0)"" href=""mdpi.css"" />>@>"
1_29_7_0_0_0_0_0,1,">@><meta name=""viewport"" content=""width=device-width, initial-scale=1.0, user-scalable=no"">>@>"
43436,2,>@>bundletool build-bundle --modules=
1_31_2_2_0_3_0_0,1,">@><manifest xmlns:android=""http://schemas.android.com/apk/res/android"">@>          "
1_31_2_2_1_3_0_0,2,>@>dependencies {>@>    
1_31_2_2_1_3_0_0,1,">@><manifest xmlns:android=""http://schemas.android.com/apk/res/android"">@>          "
44207,1,">@>android {>@>  ...>@>  generatePureSplits = true>@>  splits {>@>    abi {>@>      enable = true>@>    }>@>    density {>@>      enable = true>@>    }>@>    language {>@>      enable = true>@>      include ""es-rMX"", ""zh"", ""en"">@>    }>@>  }>@>}>@>"
1_33_2_0_0_4_0_0,1,">@>dependencies {>@>// ...>@>    implementation ""androidx.slice:slice-builders:(latest version)"">@>// ...>@>}>@>  "
1_33_2_0_0_5_0_0,1,">@>fun createSlice(sliceUri: Uri): Slice {>@>    val activityAction = createActivityAction()>@>    return list(context, sliceUri, INFINITY) {>@>        row {>@>            title = ""Perform action in app"">@>            primaryAction = activityAction>@>        }>@>    }>@>}>@>>@>fun createActivityAction(): SliceAction {>@>    val intent = Intent(context, MainActivity::class.java)>@>    return SliceAction.create(>@>        PendingIntent.getActivity(context, 0, Intent(context, MainActivity::class.java), 0),>@>        IconCompat.createWithResource(context, R.drawable.ic_home),>@>        ListBuilder.ICON_IMAGE,>@>        ""Enter app"">@>    )>@>}"
1_33_2_0_0_5_0_0,2,">@>public class MyBroadcastReceiver extends BroadcastReceiver {>@>>@>    public static String EXTRA_MESSAGE = ""message"";>@>>@>    @Override>@>    public void onReceive(Context context, Intent intent) {>@>        if (intent.hasExtra(EXTRA_TOGGLE_STATE)) {>@>            Toast.makeText(context, ""Toggled:  "" + intent.getBooleanExtra(>@>                    EXTRA_TOGGLE_STATE, false),>@>                    Toast.LENGTH_LONG).show();>@>        }>@>    }>@>}>@>"
1_33_2_0_0_6_0_0,1,">@>public Slice createDynamicSlice(Uri sliceUri) {>@>    if (getContext() == null || sliceUri.getPath() == null) {>@>        return null;>@>    }>@>    ListBuilder listBuilder = new ListBuilder(getContext(), sliceUri, ListBuilder.INFINITY);>@>    switch (sliceUri.getPath()) {>@>        case ""/count"":>@>            SliceAction toastAndIncrementAction = SliceAction.create(>@>                    createToastAndIncrementIntent(""Item clicked.""),>@>                    actionIcon,>@>                    ListBuilder.ICON_IMAGE,>@>                    ""Increment."">@>            );>@>            listBuilder.addRow(>@>                    new ListBuilder.RowBuilder()>@>                            .setPrimaryAction(toastAndIncrementAction)>@>                            .setTitle(""Count: "" + MyBroadcastReceiver.sReceivedCount)>@>                            .setSubtitle(""Click me"")>@>            );>@>            break;>@>        default:>@>            listBuilder.addRow(>@>                    new ListBuilder.RowBuilder()>@>                            .setPrimaryAction(createActivityAction())>@>                            .setTitle(""URI not found."")>@>            );>@>            break;>@>    }>@>    return listBuilder.build();>@>}>@>>@>public PendingIntent createToastAndIncrementIntent(String s) {>@>    Intent intent = new Intent(getContext(), MyBroadcastReceiver.class)>@>            .putExtra(MyBroadcastReceiver.EXTRA_MESSAGE, s);>@>    return PendingIntent.getBroadcast(getContext(), 0, intent, 0);>@>}"
1_33_3_0_0_3_0_0,1,">@>public Slice seeMoreActionSlice(Uri sliceUri) {>@>    if (getContext() == null) {>@>        return null;>@>    }>@>    ListBuilder listBuilder = new ListBuilder(getContext(), sliceUri, ListBuilder.INFINITY);>@>    // ...>@>    listBuilder.setSeeMoreAction(seeAllNetworksPendingIntent);>@>    // ...>@>    return listBuilder.build();>@>}"
45167,2,">@>fun seeMoreRowSlice(sliceUri: Uri) =>@>    list(context, sliceUri, ListBuilder.INFINITY) {>@>        // ...>@>        seeMoreRow {>@>            title = ""See all available networks"">@>            addEndItem(>@>                IconCompat.createWithResource(context, R.drawable.ic_right_caret), ICON_IMAGE>@>            )>@>            primaryAction = SliceAction.create(>@>                seeAllNetworksPendingIntent,>@>                IconCompat.createWithResource(context, R.drawable.ic_wifi),>@>                ListBuilder.ICON_IMAGE,>@>                ""Wi-Fi Networks"">@>            )>@>        }>@>    }"
45288,2,>@>dependencies {>@>    ...>@>    
